identifier_Id,identifier_fips,identifier_apn,identifier_attomId,address_country,address_countrySubd,address_line1,address_line2,address_locality,address_matchCode,address_oneLine,address_postal1,address_postal2,address_postal3,location_accuracy,location_latitude,location_longitude,location_distance,location_geoid,location_geoIdV4_CO,location_geoIdV4_CS,location_geoIdV4_DB,location_geoIdV4_N4,location_geoIdV4_PL,location_geoIdV4_SB,location_geoIdV4_ZI,vintage_lastModified,vintage_pubDate
180053,56021,16885000400010,180053,US,WY,4009 CARLA DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4009 CARLA DR, CHEYENNE, WY 82009",82009,5548,C041,Rooftop,41.165238,-104.759763,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102562, SB0000130743, SB0000130744, SB0000130754, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,22b24a91277613b572bb847840bad23d,802b98230660b6ebebd36a06ec9e541e,"2adc253f6a9750a26911d38c6cd21b9b, a12b93bb835a0e1cf6ffebe33c6738f4, 5b88c062457fc7330a81dec74b026e41",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
228520,56021,18015000247070,228520,US,WY,4707 HICKORY PL,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4707 HICKORY PL, CHEYENNE, WY 82009",82009,5122,C030,Rooftop,41.161174,-104.780362,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0004933889, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,ac4725a7497f492cc0bda6e12e09ed2d,802b98230660b6ebebd36a06ec9e541e,"2adc253f6a9750a26911d38c6cd21b9b, 9ef520046d8a93b1b5320e8b9f7dcf2f, 5b88c062457fc7330a81dec74b026e41",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
239936,56021,11054000400170,239936,US,WY,252 E IDAHO ST,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"252 E IDAHO ST, CHEYENNE, WY 82009",82009,8902,H056,Rooftop,41.208169,-104.825690,0.0,"CO56021, CS5690770, DB5601980, PL5663800, RS0005159805, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,,d3249a2aecfeabe2a060e532ab7d2ad4,"744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
240202,56021,11054000900012,240202,US,WY,9420 MICHIGAN ST,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"9420 MICHIGAN ST, CHEYENNE, WY 82009",82009,9613,R013,Rooftop,41.205629,-104.813626,0.0,"CO56021, CS5690770, DB5601980, PL5663800, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,,d3249a2aecfeabe2a060e532ab7d2ad4,"744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
263622,56021,13923000600141,263622,US,WY,4717 MORAN AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4717 MORAN AVE, CHEYENNE, WY 82009",82009,5218,C036,Rooftop,41.161592,-104.774526,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102494, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,5c0988930d223ac4d02a8c930641c123,802b98230660b6ebebd36a06ec9e541e,"9ef520046d8a93b1b5320e8b9f7dcf2f, 2adc253f6a9750a26911d38c6cd21b9b, 5b88c062457fc7330a81dec74b026e41",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
268220,56021,16913001700080,268220,US,WY,4701 ONTARIO AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4701 ONTARIO AVE, CHEYENNE, WY 82009",82009,5633,C041,Rooftop,41.161421,-104.752784,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0004937528, SB0000130743, SB0000130744, SB0000130754, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,9b701c3eef7d4f53098164dd4037751e,802b98230660b6ebebd36a06ec9e541e,"a12b93bb835a0e1cf6ffebe33c6738f4, 2adc253f6a9750a26911d38c6cd21b9b, 5b88c062457fc7330a81dec74b026e41",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
273859,56021,15955000400100,273859,US,WY,6901 WILLSHIRE BLVD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"6901 WILLSHIRE BLVD, CHEYENNE, WY 82009",82009,2708,C050,Rooftop,41.180283,-104.817633,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102427, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e3aaf6e44399487e30ca5076fa508856,802b98230660b6ebebd36a06ec9e541e,"744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
276339,56021,13923000600110,276339,US,WY,4755 MORAN AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4755 MORAN AVE, CHEYENNE, WY 82009",82009,5218,C036,Rooftop,41.162781,-104.774516,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102494, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,5c0988930d223ac4d02a8c930641c123,802b98230660b6ebebd36a06ec9e541e,"9ef520046d8a93b1b5320e8b9f7dcf2f, 5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
278288,56021,14870001400040,278288,US,WY,729 APACHE ST,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"729 APACHE ST, CHEYENNE, WY 82009",82009,4220,C045,Rooftop,41.168310,-104.817293,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0004915984, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e9f102cd146fae8195186bfa168df984,802b98230660b6ebebd36a06ec9e541e,"744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
302952,56021,00014006712100,302952,US,WY,7812 YELLOWSTONE RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"7812 YELLOWSTONE RD, CHEYENNE, WY 82009",82009,1618,H056,Rooftop,41.190017,-104.830300,0.0,"CO56021, CS5690715, DB5601980, PL5663800, SB0000130742, SB0000130746, SB0000130762, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,,d3249a2aecfeabe2a060e532ab7d2ad4,"744f36341a01a573d4ff7c61ea2cc7ed, 3213fa0a50a52e4a2881a92686f6c00e, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
329414,56021,18740001700000,329414,US,WY,1442 GILCHRIST RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1442 GILCHRIST RD, CHEYENNE, WY 82009",82009,9061,H060,Rooftop,41.210335,-105.123853,0.0,"CO56021, CS5690825, DB5601980, RS0000102360, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,c1acc6937ea9bb2d8fa6d80945b2b08b,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
336045,56021,13923000700060,336045,US,WY,4756 MORAN AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4756 MORAN AVE, CHEYENNE, WY 82009",82009,5219,C036,Rooftop,41.162912,-104.775200,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102494, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,5c0988930d223ac4d02a8c930641c123,802b98230660b6ebebd36a06ec9e541e,"2adc253f6a9750a26911d38c6cd21b9b, 5b88c062457fc7330a81dec74b026e41, 9ef520046d8a93b1b5320e8b9f7dcf2f",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
336046,56021,16521003300000,336046,US,WY,1767 POWDERHOUSE RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1767 POWDERHOUSE RD, CHEYENNE, WY 82009",82009,8515,H056,Rooftop,41.256577,-104.785636,0.0,"CO56021, CS5690715, DB5601980, PL5613900, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,33217bfb5fa2a9b95fb69f1b01e1718b,,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, 32e893e3a9465c871cb0b959a4abeb91",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
336047,56021,19490000300150,336047,US,WY,132 DELL RANGE BLVD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"132 DELL RANGE BLVD, CHEYENNE, WY 82009",82009,4706,C043,Rooftop,41.164386,-104.827094,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102271, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,b900a497e645be380705ece5c9ef6a51,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
344215,56021,15971002200020,344215,US,WY,6717 PASADENA RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"6717 PASADENA RD, CHEYENNE, WY 82009",82009,2807,C050,Rooftop,41.178972,-104.815508,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102427, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e3aaf6e44399487e30ca5076fa508856,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 13e2c61b7838e57ac1998bbff557d090, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
429875,56021,11370000100020,429875,US,WY,1427 TRENT CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1427 TRENT CT, CHEYENNE, WY 82009",82009,4078,C046,Rooftop,41.169056,-104.837744,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0005153455, SB0000130742, SB0000130746, SB0000130752, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,d9f24e0e6f717dda2755046d0a74ab8e,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 32e893e3a9465c871cb0b959a4abeb91, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
463382,56021,12087002400120,463382,US,WY,5200 SAGEBRUSH AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5200 SAGEBRUSH AVE, CHEYENNE, WY 82009",82009,5348,C036,Rooftop,41.165977,-104.773588,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102246, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,606dcdd3ee643f5374c0b3d6ff1672c2,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, 9ef520046d8a93b1b5320e8b9f7dcf2f",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
476916,56021,15971002100040,476916,US,WY,6925 PASADENA RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"6925 PASADENA RD, CHEYENNE, WY 82009",82009,2805,C050,Rooftop,41.180899,-104.815512,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102427, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e3aaf6e44399487e30ca5076fa508856,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 13e2c61b7838e57ac1998bbff557d090, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
476918,56021,14755000900000,476918,US,WY,1971 MORGAN DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1971 MORGAN DR, CHEYENNE, WY 82009",82009,9318,H059,Rooftop,41.270318,-104.910323,0.0,"CO56021, CS5690825, DB5601980, RS0000102226, SB0000130742, SB0000130746, SB0000130762, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,ff5d9e92fab5ce7c711f1658dc413f33,,"48585caa18b3bdabfd9131935f7694b4, 3213fa0a50a52e4a2881a92686f6c00e, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
532964,56021,00014006612060,532964,US,WY,8202 CHRISTENSEN RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"8202 CHRISTENSEN RD, CHEYENNE, WY 82009",82009,9582,R007,Rooftop,41.193224,-104.714193,0.0,"CO56021, CS5690770, DB5601980, PL5663800, RS0000102396, SB0000130741, SB0000130743, SB0000130744, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,,d3249a2aecfeabe2a060e532ab7d2ad4,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, cad25fb72421864732153306a6878a40",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
538252,56021,13397000100110,538252,US,WY,1111 ROAD 135,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1111 ROAD 135, CHEYENNE, WY 82009",82009,9427,R002,Rooftop,41.161512,-104.615230,0.0,"CO56021, CS5690770, DB5601980, RS0000102290, SB0000130741, SB0000130743, SB0000130744, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,b89e6846365f4b217be7282c9594e32e,,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, cad25fb72421864732153306a6878a40",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
562213,56021,14128005500000,562213,US,WY,1372 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1372 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.198118,-105.235415,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"48585caa18b3bdabfd9131935f7694b4, d6d1d81d2431e3a0d1b8553c6b0dcb5d, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
578088,56021,13146000800250,578088,US,WY,3009 HOLLAND CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"3009 HOLLAND CT, CHEYENNE, WY 82009",82009,4566,C048,Rooftop,41.172466,-104.773287,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102379, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,c37899643b6f433b3d70028e8f3ff28d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
652173,56021,12378000400050,652173,US,WY,10664 CHERRY WOOD LN,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"10664 CHERRY WOOD LN, CHEYENNE, WY 82009",82009,9454,R012,Rooftop,41.155965,-104.682498,0.0,"CO56021, CS5690770, DB5601980, RS0000102247, SB0000130741, SB0000130743, SB0000130744, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,48c9bc2f402021ecffb2be1ccf76e419,,"5b88c062457fc7330a81dec74b026e41, cad25fb72421864732153306a6878a40, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
670631,56021,16521004400000,670631,US,WY,2653 CHEVY RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"2653 CHEVY RD, CHEYENNE, WY 82009",82009,8508,H056,Rooftop,41.252823,-104.779547,0.0,"CO56021, CS5690770, DB5601980, RS0000102528, SB0000130742, SB0000130746, SB0000130752, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,33217bfb5fa2a9b95fb69f1b01e1718b,,"32e893e3a9465c871cb0b959a4abeb91, 744f36341a01a573d4ff7c61ea2cc7ed, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
670632,56021,19145000500000,670632,US,WY,7115 WOODS RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"7115 WOODS RD, CHEYENNE, WY 82009",82009,3157,R003,Rooftop,41.183804,-104.748009,0.0,"CO56021, CS5690715, DB5601980, PL5663800, RS0004937980, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,ea88ad31ff5a70721ac10077d9b2d3ae,d3249a2aecfeabe2a060e532ab7d2ad4,"26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b, 5b88c062457fc7330a81dec74b026e41",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
684883,56021,16978006900101,684883,US,WY,611 STERLING DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"611 STERLING DR, CHEYENNE, WY 82009",82009,5803,C049,Rooftop,41.192269,-104.839794,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102499, SB0000130742, SB0000130746, SB0000130762, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,d9cabb6a78ad998b20391292b5b69baa,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, 3213fa0a50a52e4a2881a92686f6c00e",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
685272,56021,19123000100170,685272,US,WY,818 OAK VALLEY LN,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"818 OAK VALLEY LN, CHEYENNE, WY 82009",82009,4296,C045,Rooftop,41.173422,-104.815488,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102565, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,c8b1399402b3c7401b57eb3da4bd08f6,802b98230660b6ebebd36a06ec9e541e,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, 13e2c61b7838e57ac1998bbff557d090",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
731870,56021,12365001200090,731870,US,WY,5110 TEN SLEEP DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5110 TEN SLEEP DR, CHEYENNE, WY 82009",82009,4939,C030,Rooftop,41.165950,-104.787824,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102326, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e43b630f809ae2cd918a8ed63d15966d,802b98230660b6ebebd36a06ec9e541e,"2adc253f6a9750a26911d38c6cd21b9b, 5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672959,56021,14128003700000,1672959,US,WY,1333 MAHOGANY CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1333 MAHOGANY CT, CHEYENNE, WY 82009",82009,9053,H060,Rooftop,41.194525,-105.236357,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, d6d1d81d2431e3a0d1b8553c6b0dcb5d",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672960,56021,14128005600000,1672960,US,WY,1364 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1364 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.197083,-105.236287,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, d6d1d81d2431e3a0d1b8553c6b0dcb5d",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672961,56021,14128005700000,1672961,US,WY,1365 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1365 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.196765,-105.233841,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, d6d1d81d2431e3a0d1b8553c6b0dcb5d",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672962,56021,14128003000000,1672962,US,WY,1324 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1324 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.191915,-105.232156,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 744f36341a01a573d4ff7c61ea2cc7ed, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672963,56021,14128006000000,1672963,US,WY,1381 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1381 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.199302,-105.231539,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 744f36341a01a573d4ff7c61ea2cc7ed, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672964,56021,00014007009020,1672964,US,WY,1393 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1393 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.201871,-105.233095,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 744f36341a01a573d4ff7c61ea2cc7ed, 48585caa18b3bdabfd9131935f7694b4",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672965,56021,00014007010020,1672965,US,WY,1431 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1431 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7360,H060,Rooftop,41.198268,-105.223449,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,,,"48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed, d6d1d81d2431e3a0d1b8553c6b0dcb5d",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
1672966,56021,14128005400000,1672966,US,WY,271 LONE TREE CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"271 LONE TREE CT, CHEYENNE, WY 82009",82009,9005,H060,Rooftop,41.198104,-105.237846,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"48585caa18b3bdabfd9131935f7694b4, d6d1d81d2431e3a0d1b8553c6b0dcb5d, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,2025-07-22,2025-07-22
